key,cz,en,ch
aw_civil_service_school_none,无学派,No School,無學派
aw_civil_service_local_grade,乡品,Local Grade,鄉品
aw_civil_service_score_local,乡试,Local,鄉試
aw_civil_service_score_metropolitan,会试,Metropolitan,會試
aw_civil_service_score_palace,殿试,Palace,殿試
aw_civil_service_score_national,国试,National,國試
aw_civil_service_result_pending,待考,Pending,待考
aw_civil_service_result_scored,已阅卷,Scored,已閱卷
aw_civil_service_result_passed,录取,Passed,錄取
aw_civil_service_result_failed,落第,Failed,落第
aw_civil_service_result_absent,缺考,Absent,缺考
aw_civil_service_result_advanced,免试晋级,Advanced,免試晉級
aw_civil_service_result_cancelled,已取消,Cancelled,已取消
aw_hist_civil_service_exam_opened_mid,开科举行, opened the ,開科舉行
aw_hist_civil_service_exam_opened_year_mid,，本届为世界第, for world year ,，本屆為世界第
aw_hist_civil_service_exam_opened_candidates_mid,年，应试者, with ,年，應試者
aw_hist_civil_service_exam_opened_suffix,人。, candidates.,人。
aw_hist_civil_service_exam_completed_mid,完成本届, completed the ,完成本屆
aw_hist_civil_service_exam_completed_year_mid,定榜，本届为世界第, roll for world year ,定榜，本屆為世界第
aw_hist_civil_service_exam_completed_suffix,年。,.,年。
aw_hist_civil_service_qualified_mid,于本届考试取得, qualified as ,於本屆考試取得
aw_hist_civil_service_qualified_year_mid,资格，本届为世界第, in world year ,資格，本屆為世界第
aw_hist_civil_service_qualified_suffix,年。,.,年。
aw_hist_civil_service_top_ranked_mid,获定为, was ranked as ,獲定為
aw_hist_civil_service_top_ranked_year_mid,，本届为世界第, in world year ,，本屆為世界第
aw_hist_civil_service_top_ranked_suffix,年。,.,年。
aw_hist_civil_service_first_appointment_mid,凭, entered office as a ,憑
aw_hist_civil_service_first_appointment_office_mid,资格初授, and received a first appointment as ,資格初授
aw_hist_civil_service_first_appointment_suffix,，正式入仕。,.,，正式入仕。
aw_court_button_primitive,东周六卿,Eastern Zhou Six Ministers,東周六卿
aw_court_button_official,百家官场,Hundred Schools Court,百家官場
aw_court_button_western_primitive,家臣议事,Household Council,家臣議事
aw_court_button_western_official,西方宫廷,Western Court,西方宮廷
aw_court_button_locked,官场未启用,Court Locked,官場未啟用
aw_court_title,百家官场,Court of the Hundred Schools,百家官場
aw_court_title_western,西方宫廷,Western Court,西方宮廷
aw_court_primitive_title,东周六卿,Eastern Zhou Six Ministers,東周六卿
aw_court_efficiency,官场效率,Court Efficiency,官場效率
aw_court_dominant_school,主流学派,Dominant School,主流學派
aw_court_faction_composition,学派构成,Faction Composition,學派構成
aw_court_aristocratic_groups,卿族,Ministerial Clans,卿族
aw_court_aristocratic_groups_none,暂无成势卿族,No established ministerial clan,暫無成勢卿族
aw_court_aristocratic_group_item,{0}氏 势{1}·{2}人,{0} clan P{1}·{2},{0}氏 勢{1}·{2}人
aw_court_tooltip_cached,官场数据按低频缓存刷新，打开窗口不会实时扫描全国人物,Court data uses cached refresh and does not scan every actor when opened,官場資料按低頻快取刷新，打開窗口不會即時掃描全國人物
aw_court_no_officer,空缺,Vacant,空缺
aw_court_action_appoint,任命,Appoint,任命
aw_court_action_dismiss,罢免,Dismiss,罷免
aw_court_action_transfer,调任,Transfer,調任
aw_court_action_support_school,扶持学派,Support School,扶持學派
aw_court_school_ru,儒家,Ru School,儒家
aw_court_school_fa,法家,Legalist School,法家
aw_court_school_dao,道家,Daoist School,道家
aw_court_school_mo,墨家,Mohist School,墨家
aw_court_school_bing,兵家,Military School,兵家
aw_court_school_zongheng,纵横家,Diplomat School,縱橫家
aw_court_school_nong,农家,Agrarian School,農家
aw_court_school_yinyang,阴阳家,Yin-Yang School,陰陽家
aw_court_school_ming,名家,Logician School,名家
aw_court_school_medical,医家,Medical School,醫家
aw_court_school_syncretist,杂家,Syncretist School,雜家
aw_court_school_merchant,商家,Merchant School,商家
aw_court_school_craftsman,工家,Craftsman School,工家
aw_court_school_historian,史家,Historian School,史家
aw_court_office_taizai,太宰（相）,Grand Steward (Chancellor),太宰（相）
aw_court_office_situ,司徒,Minister of the People,司徒
aw_court_office_zongbo,宗伯,Minister of Rites,宗伯
aw_court_office_sima,司马,Minister of War,司馬
aw_court_office_sikou,司寇,Minister of Justice,司寇
aw_court_office_sikong,司空,Minister of Works,司空
aw_court_office_chancellor,丞相,Chancellor,丞相
aw_court_office_censor,御史,Censor,御史
aw_court_office_marshal,司马,Marshal,司馬
aw_court_office_justice,司寇,Justice Minister,司寇
aw_court_office_steward,司徒,Steward,司徒
aw_court_office_erudite,博士祭酒,Erudite Director,博士祭酒
aw_court_office_king_council,君主朝会,Ruler Council,君主朝會
aw_court_office_governor,郡守,Governor,郡守
aw_court_office_general,大将,General,大將
aw_court_office_granary_officer,仓曹,Granary Officer,倉曹
aw_court_office_constable,县尉,Constable,縣尉
aw_court_office_zhongshu,中书省,Secretariat,中書省
aw_court_office_menxia,门下省,Chancellery,門下省
aw_court_office_shangshu,尚书省,Dept. of State Affairs,尚書省
aw_court_office_libu,吏部,Ministry of Personnel,吏部
aw_court_office_hubu,户部,Ministry of Revenue,戶部
aw_court_office_ribu,礼部,Ministry of Rites,禮部
aw_court_office_bingbu,兵部,Ministry of War,兵部
aw_court_office_xingbu,刑部,Ministry of Justice,刑部
aw_court_office_gongbu,工部,Ministry of Works,工部
aw_court_office_imperial_physician,太医令,Imperial Physician,太醫令
aw_court_office_imperial_astrologer,太史令,Imperial Astrologer,太史令
aw_court_tier_easternzhou,东周六卿,Eastern Zhou Six Ministers,東周六卿
aw_court_tier_sangongjiuqing,三公九卿,Three Excellencies & Nine Ministers,三公九卿
aw_court_tier_sanshengliubu,三省六部,Three Departments & Six Ministries,三省六部
aw_court_institution_zhou,周制,Zhou institutions,周制
aw_court_institution_han,汉制,Han institutions,漢制
aw_court_institution_tang,唐制,Tang institutions,唐制
aw_court_institution_song,宋制,Song institutions,宋制
aw_court_institution_western_primitive,家臣议事,Household Council,家臣議事
aw_court_tier_western_bureaucratic,官僚宫廷,Bureaucratic Court,官僚宮廷
aw_court_tier_western_feudal_bureaucratic,封建官僚宫廷,Feudal Bureaucratic Court,封建官僚宮廷
aw_court_institution_western_base,王廷官制,Royal Council,王廷官制
aw_court_institution_western_elective,选举官制,Elective Offices,選舉官制
aw_court_institution_western_feudal,封建宫廷,Feudal Court,封建宮廷
aw_court_institution_western_royal_direct,王室直辖官署,Royal Administration,王室直轄官署
aw_court_institution_western_bureaucratic,官僚官制,Bureaucratic Court,官僚官制
aw_court_institution_western_feudal_bureaucratic,封建官僚官制,Feudal Bureaucratic Court,封建官僚官制
aw_court_tier_western_primitive,家臣议事,Household Council,家臣議事
aw_court_tier_western_base,王廷官制,Royal Council,王廷官制
aw_court_tier_western_elective,选举官制,Elective Offices,選舉官制
aw_court_tier_western_feudal,封建宫廷,Feudal Court,封建宮廷
aw_court_tier_western_royal_direct,王室直辖官署,Royal Administration,王室直轄官署
aw_court_institution_effect_western_primitive,尚未建立正式官职体系,No formal office system,尚未建立正式官職體系
aw_court_institution_effect_western_bureaucratic,建立常设王廷与地方官职,Standing royal and local offices,建立常設王廷與地方官職
aw_court_institution_effect_western_feudal_bureaucratic,中央、军事与领地官署扩充,Expanded central offices · military offices · territorial offices,中央、軍事與領地官署擴充
aw_court_institution_effect_western_base,建立常设王廷与地方官职,Standing royal and local offices,建立常設王廷與地方官職
aw_court_institution_effect_western_elective,官员任期六年 · 空缺通过选举补任,Six-year terms · vacancies filled by election,官員任期六年 · 空缺通過選舉補任
aw_court_institution_effect_western_feudal,地方贵族与受教育家臣优先任官,Landed nobles and educated retainers favored,地方貴族與受教育家臣優先任官
aw_court_institution_effect_western_royal_direct,王室直接任免 · 行政与税收提高 · 贵族和附庸不满,Royal appointment · higher administration and tax · noble and vassal discontent,王室直接任免 · 行政與稅收提高 · 貴族和附庸不滿
aw_court_office_west_executive,执政官,Executive Magistrate,執政官
aw_court_office_west_senate_elder,元老院长老,Senate Elder,元老院長老
aw_court_office_west_high_priest,祭司长,High Priest,祭司長
aw_court_office_west_field_general,前线将军,Field General,前線將軍
aw_court_office_west_mayor,市长,Mayor,市長
aw_court_office_west_high_justice,大法官,High Justice,大法官
aw_court_office_west_treasurer,财政大臣,Treasurer,財政大臣
aw_court_office_west_palace_steward,宫禁总管,Palace Steward,宮禁總管
aw_court_office_west_royal_constable,王室警备长,Royal Constable,王室警備長
aw_court_office_west_royal_chamberlain,王室事务长,Royal Chamberlain,王室事務長
aw_court_office_west_marshal,元帅,Marshal,元帥
aw_court_office_west_secretary,文书官,Secretary,文書官
aw_court_office_west_count,郡长,Count,郡長
aw_court_office_han_chancellor,丞相,Chancellor,丞相
aw_court_office_han_censor,御史大夫,Imperial Censor,御史大夫
aw_court_office_han_marshal,太尉,Grand Commandant,太尉
aw_court_office_han_justice,廷尉,Commandant of Justice,廷尉
aw_court_office_han_steward,大司农,Grand Minister of Agriculture,大司農
aw_court_office_han_erudite,太常,Minister of Ceremonies,太常
aw_court_office_han_imperial_physician,太医令,Imperial Physician,太醫令
aw_court_office_han_imperial_astrologer,太史令,Grand Astrologer,太史令
aw_court_office_tang_zhongshu,中书令,Director of the Secretariat,中書令
aw_court_office_tang_menxia,侍中,Director of the Chancellery,侍中
aw_court_office_tang_shangshu,尚书令,Director of State Affairs,尚書令
aw_court_office_tang_libu,吏部尚书,Minister of Personnel,吏部尚書
aw_court_office_tang_hubu,户部尚书,Minister of Revenue,戶部尚書
aw_court_office_tang_ribu,礼部尚书,Minister of Rites,禮部尚書
aw_court_office_tang_bingbu,兵部尚书,Minister of War,兵部尚書
aw_court_office_tang_xingbu,刑部尚书,Minister of Justice,刑部尚書
aw_court_office_tang_gongbu,工部尚书,Minister of Works,工部尚書
aw_court_office_tang_imperial_physician,太医令,Imperial Physician,太醫令
aw_court_office_tang_imperial_astrologer,太史令,Grand Astrologer,太史令
aw_court_office_song_zhongshu,同中书门下平章事,Chief Councillor,同中書門下平章事
aw_court_office_song_menxia,参知政事,Assistant Councillor,參知政事
aw_court_office_song_shangshu,尚书左仆射,Left Vice Director of State Affairs,尚書左僕射
aw_court_office_song_libu,吏部尚书,Minister of Personnel,吏部尚書
aw_court_office_song_hubu,三司使,Commissioner of the Three Fiscal Bureaus,三司使
aw_court_office_song_ribu,礼部尚书,Minister of Rites,禮部尚書
aw_court_office_song_bingbu,枢密使,Military Affairs Commissioner,樞密使
aw_court_office_song_xingbu,刑部尚书,Minister of Justice,刑部尚書
aw_court_office_song_gongbu,工部尚书,Minister of Works,工部尚書
aw_court_office_song_imperial_physician,翰林医官使,Hanlin Medical Commissioner,翰林醫官使
aw_court_office_song_imperial_astrologer,司天监,Director of Astronomy,司天監
aw_tech_three_departments,三省六部制,Three Departments,三省六部制
aw_tech_three_departments_desc,将三公九卿升级为三省六部，中枢分职集权，官场更高效,Upgrade the Three Excellencies into Three Departments and Six Ministries for a more efficient centralized court,將三公九卿升級為三省六部，中樞分職集權，官場更高效
aw_tech_song_court,宋制官政,Song Court Reform,宋制官政
aw_tech_song_court_desc,在三省六部基础上以中书门下和枢密财政诸司分掌文武财计,Build on the department system with separate civil military and fiscal administrations,在三省六部基礎上以中書門下和樞密財政諸司分掌文武財計
aw_hist_edict_court_institution_mid,诏因时改制，参酌古今；今定官政为, decreed an institutional reform and established the ,詔因時改制，參酌古今；今定官政為
aw_hist_edict_court_institution_suffix,，厘正文武财计，百司各循新章。,; civil military and fiscal offices were ordered under the new code.,，釐正文武財計，百司各循新章。
aw_court_central_officers,中央官员,Central Officers,中央官員
aw_court_local_bureaus,地方官署,Local Bureaus,地方官署
aw_court_office_slots,官职数,Slots,官職數
aw_history_filter_career,仕途,Career,仕途
aw_career_empty,暂无仕途记录,No recorded official career,暫無仕途記錄
aw_career_office,官职,Office,官職
aw_career_kingdom,所属国家,Realm,所屬國家
aw_career_city,所属城市,City,所屬城市
aw_career_appointed,起任时间,Appointed,起任時間
aw_career_ended,离任时间,Ended,離任時間
aw_career_current,当前在任,Currently serving,當前在任
aw_career_end_reason,离任原因,End reason,離任原因
aw_career_unknown_office,未知官职,Unknown office,未知官職
aw_career_unknown_kingdom,未知国家,Unknown realm,未知國家
aw_career_unknown_city,未知城市,Unknown city,未知城市
aw_career_unknown_reason,原因未载,Unknown reason,原因未載
aw_career_unknown_time,时间未载,Unknown time,時間未載
aw_career_end_reason_reassigned,调任,Transferred,調任
aw_career_end_reason_invalid,资格失效,Ineligible,資格失效
aw_career_end_reason_reform,官制改革,Office reform,官制改革
aw_career_end_reason_guest_term,客卿任期结束,Guest term ended,客卿任期結束
aw_career_end_reason_guest_term_expired,客卿任期届满,Guest term expired,客卿任期屆滿
aw_career_end_reason_guest_term_renewal,客卿续任,Guest term renewed,客卿續任
aw_career_end_reason_guest_host_lost,客卿所在国覆亡,Guest host lost,客卿所在國覆亡
aw_career_end_reason_guest_event_failed,客卿任命未成,Guest appointment failed,客卿任命未成
aw_career_end_reason_guest_actor_missing,人员失踪,Actor unavailable,人員失蹤
aw_career_end_reason_death,身故,Died,身故
aw_career_end_reason_dead,身故,Died,身故
aw_career_end_reason_missing,失踪,Missing,失蹤
aw_career_end_reason_defected,改投他国,Defected,改投他國
aw_career_end_reason_replaced,被替任,Replaced,被替任
aw_career_end_reason_removed,被免职,Removed,被免職
aw_career_end_reason_succession,政权更替,Succession,政權更替
aw_court_layer_central,中央官场,Central Court,中央官場
aw_court_layer_city,地方官署,City Bureau,地方官署
aw_court_layer_military,军府,Military Bureau,軍府
aw_court_layer_censor,监察,Inspection,監察
aw_court_layer_primitive,原始官场,Primitive Court,原始官場
aw_court_event_founded,建立官场,Founded the court,建立官場
aw_court_event_primitive,设立东周六卿,Established the Eastern Zhou Six Ministers,設立東周六卿
aw_court_event_dominant,学派主导官场,A school dominates the court,學派主導官場
aw_court_school_none,无学派,No school,無學派
aw_court_school_primitive,东周朝臣,Eastern Zhou Courtier,東周朝臣
aw_court_school_ru_description,以仁礼教化维系社会秩序,Orders society through benevolence ritual and education,以仁禮教化維繫社會秩序
aw_court_school_mo_description,兼爱非攻并以尚贤和实用技艺济世,Impartial care defensive peace merit and useful craft,兼愛非攻並以尚賢和實用技藝濟世
aw_court_school_dao_description,顺应自然并以克制的治理休养生息,Follows nature and favors restrained restorative rule,順應自然並以克制的治理休養生息
aw_court_school_fa_description,以法术势强化秩序和国家执行力,Uses law administration and authority to strengthen the state,以法術勢強化秩序和國家執行力
aw_court_school_bing_description,以军政谋略和训练争取战争主动,Seeks military initiative through strategy and organization,以軍政謀略和訓練爭取戰爭主動
aw_court_school_zongheng_description,以游说结盟和权衡塑造天下格局,Shapes interstate order through persuasion and alliances,以遊說結盟和權衡塑造天下格局
aw_court_school_nong_description,以农业粮储和土地政策保障民生,Secures livelihoods through farming granaries and land policy,以農業糧儲和土地政策保障民生
aw_court_school_yinyang_description,以阴阳五行和历法观测把握时势,Reads change through yin yang cycles and calendrical observation,以陰陽五行和曆法觀測把握時勢
aw_court_school_ming_description,辨析名实并以严谨论辩校正政令,Clarifies names and realities through rigorous argument,辨析名實並以嚴謹論辯校正政令
aw_court_school_medical_description,以医药养生和诊疗守护生命健康,Protects life through medicine diagnosis and preventive care,以醫藥養生和診療守護生命健康
aw_court_school_syncretist_description,汇通诸家并依现实选择治国方法,Synthesizes many teachings into practical government,匯通諸家並依現實選擇治國方法
aw_court_school_merchant_description,以贸易市场和财用推动国家繁荣,Builds prosperity through trade markets and finance,以貿易市場和財用推動國家繁榮
aw_court_school_craftsman_description,以营造器械和水利改进生产能力,Improves production through engineering tools and irrigation,以營造器械和水利改進生產能力
aw_court_school_historian_description,记录制度得失并以历史经验辅政,Advises government through records and historical precedent,記錄制度得失並以歷史經驗輔政
aw_court_appointment,手动任命,Manual Appointment,手動任命
aw_court_appointment_title,任命官员,Appoint Officer,任命官員
aw_court_replacement_title,更换官员,Replace Officer,更換官員
aw_court_select_officer,选择,Select,選擇
aw_court_select_officer_desc,为当前空缺官职选择人物,Choose an actor for this vacant office.,為當前空缺官職選擇人物
aw_court_replace_officer,更换,Replace,更換
aw_court_replace_officer_desc,选择新人物接替当前官员,Choose a new actor to replace the current officer.,選擇新人物接替當前官員
aw_court_appointment_instruction,选择任意符合资格的人物 学派不是任职门槛,Choose any eligible actor. School is not a requirement.,選擇任意符合資格的人物 學派不是任職門檻
aw_court_appointment_action,任命,Appoint,任命
aw_court_appointment_action_desc,将此人任命至当前空缺官职,Appoint this actor to the vacant office.,將此人任命至當前空缺官職
aw_court_appointment_empty,当前没有符合资格的人物,No eligible actors are available.,當前沒有符合資格的人物
aw_court_appointment_invalid_kingdom,该王国已不存在,The kingdom no longer exists.,該王國已不存在
aw_court_appointment_invalid_office,该官职已不属于当前官制,This office is no longer part of the current court.,該官職已不屬於當前官制
aw_court_appointment_not_allowed,当前官制不允许手动任命,The current institution does not allow manual appointment.,當前官制不允許手動任命
aw_court_appointment_occupied,该官职已被任命,This office has already been filled.,該官職已被任命
aw_court_appointment_office_changed,当前官员已经变化 请重新打开官场,The incumbent has changed. Reopen the court.,當前官員已經變化 請重新打開官場
aw_court_appointment_invalid_actor,该人物已不存在或无法任命,This actor is no longer available.,該人物已不存在或無法任命
aw_court_appointment_ineligible,该人物已不再符合任职资格,This actor no longer meets the office requirements.,該人物已不再符合任職資格
aw_court_appointment_failed,任命事务写入失败,The appointment could not be committed.,任命事務寫入失敗
aw_court_appointment_success,任命完成,Appointment completed.,任命完成
aw_court_candidate_city_leader,城主,City Leader,城主
aw_court_candidate_subject,国人,Subject,國人
aw_court_candidate_age_short,{0}岁,{0}y,{0}歲
aw_court_candidate_stats_compact,治{0} 外{1} 武{2} 学{3},Gov {0} Dip {1} War {2} Int {3},治{0} 外{1} 武{2} 學{3}
aw_court_candidate_score,任命评分,Appointment score,任命評分
aw_court_vacancy_click,点击选择人物并手动任命,Click to appoint an eligible actor,點擊選擇人物並手動任命
aw_court_appointment_loading,正在筛选 {0} 名国人...,Reviewing {0} subjects...,正在篩選 {0} 名國人...
aw_court_appointment_page,第 {0}/{1} 页 · 共 {2} 名合格者,Page {0}/{1} - {2} eligible,第 {0}/{1} 頁 · 共 {2} 名合格者
aw_court_appointment_previous,上一页,Previous page,上一頁
aw_court_appointment_next,下一页,Next page,下一頁
aw_court_official_rank,官阶,Official rank,官階
aw_court_rank_unranked,无品,Unranked,無品
aw_court_official_rank_short,{0}·{1},{0} · {1},{0}·{1}
aw_court_rank_1,从九品,Secondary Ninth Rank,從九品
aw_court_rank_2,正九品,Principal Ninth Rank,正九品
aw_court_rank_3,从八品,Secondary Eighth Rank,從八品
aw_court_rank_4,正八品,Principal Eighth Rank,正八品
aw_court_rank_5,从七品,Secondary Seventh Rank,從七品
aw_court_rank_6,正七品,Principal Seventh Rank,正七品
aw_court_rank_7,从六品,Secondary Sixth Rank,從六品
aw_court_rank_8,正六品,Principal Sixth Rank,正六品
aw_court_rank_9,从五品,Secondary Fifth Rank,從五品
aw_court_rank_10,正五品,Principal Fifth Rank,正五品
aw_court_rank_11,从四品,Secondary Fourth Rank,從四品
aw_court_rank_12,正四品,Principal Fourth Rank,正四品
aw_court_rank_13,从三品,Secondary Third Rank,從三品
aw_court_rank_14,正三品,Principal Third Rank,正三品
aw_court_rank_15,从二品,Secondary Second Rank,從二品
aw_court_rank_16,正二品,Principal Second Rank,正二品
aw_court_rank_17,从一品,Secondary First Rank,從一品
aw_court_rank_18,正一品,Principal First Rank,正一品
aw_court_official_rank_civil_1,文林郎,Wenlin Gentleman,文林郎
aw_court_official_rank_civil_2,儒林郎,Rulin Gentleman,儒林郎
aw_court_official_rank_civil_3,承奉郎,Chengfeng Gentleman,承奉郎
aw_court_official_rank_civil_4,给事郎,Attendant Gentleman,給事郎
aw_court_official_rank_civil_5,朝散郎,Court Gentleman for Dispersed Service,朝散郎
aw_court_official_rank_civil_6,朝请郎,Court Audience Gentleman,朝請郎
aw_court_official_rank_civil_7,奉议郎,Consultation Gentleman,奉議郎
aw_court_official_rank_civil_8,朝议郎,Court Consultation Gentleman,朝議郎
aw_court_official_rank_civil_9,朝散大夫,Grand Master for Dispersed Service,朝散大夫
aw_court_official_rank_civil_10,中散大夫,Palace Grand Master,中散大夫
aw_court_official_rank_civil_11,太中大夫,Grand Master of the Palace Center,太中大夫
aw_court_official_rank_civil_12,正议大夫,Grand Master of Upright Counsel,正議大夫
aw_court_official_rank_civil_13,银青光禄大夫,Grand Master of Silver Seal and Blue Ribbon,銀青光祿大夫
aw_court_official_rank_civil_14,金紫光禄大夫,Grand Master of Golden Seal and Purple Ribbon,金紫光祿大夫
aw_court_official_rank_civil_15,光禄大夫,Grand Master of Splendid Happiness,光祿大夫
aw_court_official_rank_civil_16,特进,Specially Advanced,特進
aw_court_official_rank_civil_17,开府仪同三司,Grand Commander Equal to the Three Excellencies,開府儀同三司
aw_court_official_rank_civil_18,开府仪同三司,Grand Commander Equal to the Three Excellencies,開府儀同三司
aw_court_official_rank_military_turn_1,武骑尉,Martial Cavalry Commandant,武騎尉
aw_court_official_rank_military_turn_2,云骑尉,Cloud Cavalry Commandant,雲騎尉
aw_court_official_rank_military_turn_3,飞骑尉,Flying Cavalry Commandant,飛騎尉
aw_court_official_rank_military_turn_4,骁骑尉,Valiant Cavalry Commandant,驍騎尉
aw_court_official_rank_military_turn_5,骑都尉,Cavalry Commandant,騎都尉
aw_court_official_rank_military_turn_6,上骑都尉,Upper Cavalry Commandant,上騎都尉
aw_court_official_rank_military_turn_7,轻车都尉,Light Chariot Commandant,輕車都尉
aw_court_official_rank_military_turn_8,上轻车都尉,Upper Light Chariot Commandant,上輕車都尉
aw_court_official_rank_military_turn_9,护军,Protector-General,護軍
aw_court_official_rank_military_turn_10,上护军,Upper Protector-General,上護軍
aw_court_official_rank_military_turn_11,柱国,Pillar of State,柱國
aw_court_official_rank_military_turn_12,上柱国,Upper Pillar of State,上柱國
aw_court_local_grade,乡品,Local grade,鄉品
aw_court_local_grade_unranked,未定品,Unranked,未定品
aw_court_local_grade_1,上上,Upper-upper,上上
aw_court_local_grade_2,上中,Upper-middle,上中
aw_court_local_grade_3,上下,Upper-lower,上下
aw_court_local_grade_4,中上,Middle-upper,中上
aw_court_local_grade_5,中中,Middle-middle,中中
aw_court_local_grade_6,中下,Middle-lower,中下
aw_court_local_grade_7,下上,Lower-upper,下上
aw_court_local_grade_8,下中,Lower-middle,下中
aw_court_local_grade_9,下下,Lower-lower,下下
aw_hist_court_rank_mid,，授官品, at official rank ,，授官品
aw_court_official_track,文武轨,Career track,文武軌
aw_court_official_track_civil,文,Civil,文
aw_court_official_track_military,武,Military,武
aw_court_official_merit,仕途功勋,Career merit,仕途功勳
aw_court_official_kaoke,上次考课,Last evaluation,上次考課
aw_court_official_kaoke_none,未考课,Not evaluated,未考課
aw_court_official_kaoke_0,上考,Upper,上考
aw_court_official_kaoke_1,中上,Middle-upper,中上
aw_court_official_kaoke_2,中中,Middle,中中
aw_court_official_kaoke_3,中下,Middle-lower,中下
aw_court_official_kaoke_4,下考,Lower,下考
aw_court_official_term_end,下次考课年,Term review year,下次考課年
aw_court_petition_favor,朝廷恩眷,Court favor,朝廷恩眷
aw_court_petition_until,恩眷截止年,Favor expires,恩眷截止年
aw_hist_court_petition_mid,进献钱财干请于朝，耗资, petitioned the court with a gift costing ,進獻錢財干請於朝，耗資
aw_hist_court_petition_favor_mid,，所得恩眷升至,; court favor rose to ,，所得恩眷升至
aw_court_ministerial_power,权柄,Ministerial power,權柄
aw_court_ministerial_stage,当前阶段,Authority stage,當前階段
aw_court_ministerial_stage_0,执政未固,Limited authority,執政未固
aw_court_ministerial_stage_20,渐揽权柄,Growing authority,漸攬權柄
aw_court_ministerial_stage_40,专权朝政,Dominant minister,專權朝政
aw_court_ministerial_stage_60,擅政府朝,Controls the court,擅政府朝
aw_court_ministerial_stage_80,威权震主,Overshadows the ruler,威權震主
aw_court_ministerial_stage_90,逼宫之势,Poised for a coup,逼宮之勢
aw_kingdom_reserved_slot,预留,Reserved,預留
aw_kingdom_reserved_slot_desc,为后续王国功能预留的位置,Reserved for a future kingdom feature,為後續王國功能預留的位置
aw_hist_edict_court_tier_mid,诏整官制，因时立法；今升为, decreed a reform of institutions and raised the court to ,詔整官制，因時立法；今升為
aw_hist_edict_court_tier_suffix,，分职厘务，百官各守其序。,; offices were divided and ordered according to their charge.,，分職釐務，百官各守其序。
aw_hist_edict_court_reform_mid,诏令更张官政，因治制宜；今命, decreed a reform of government and appointed ,詔令更張官政，因治制宜；今命
aw_hist_edict_court_reform_suffix,主导变法，修典章，正百职，以经邦国。, to lead it; institutions and offices were set in order.,主導變法，修典章，正百職，以經邦國。
aw_court_auxiliary_laws_title,官制辅助法,Court Auxiliary Laws,官制輔助法
aw_court_auxiliary_laws_entry,辅助法,Auxiliary Laws,輔助法
aw_court_auxiliary_laws_entry_desc,调整任期法、边防之制、用官文化与征兵法,Adjust terms border command appointment culture and conscription,調整任期法、邊防之制、用官文化與徵兵法
aw_court_aux_apply,施行,Apply,施行
aw_court_aux_points,政治点,Political points,政治點
aw_court_aux_cost,改法开支,Change cost,改法開支
aw_court_aux_current,当前,Current,當前
aw_court_aux_ready,可更定,Ready,可更定
aw_court_aux_cooldown,冷却,Cooldown,冷卻
aw_court_aux_years,年,years,年
aw_court_aux_hint,点选一项预览后施行；每项法律独立冷却,Select one option to preview then apply it; each law has its own cooldown,點選一項預覽後施行；每項法律獨立冷卻
aw_court_aux_law_term,任期法,Term Law,任期法
aw_court_aux_law_border,边防之制,Border Command Law,邊防之制
aw_court_aux_law_appointment,用官文化,Appointment Culture,用官文化
aw_court_aux_law_conscription,征兵法,Conscription Law,徵兵法
aw_court_aux_law_female_succession,女主继承,Female Succession,女主繼承
aw_court_female_succession_forbidden,禁女继承,Female Succession Forbidden,禁女繼承
aw_court_female_succession_forbidden_desc,女性不得担任领袖、君主或继承人,Women cannot serve as leaders rulers or heirs,女性不得擔任領袖、君主或繼承人
aw_court_female_succession_permitted,许女继承,Female Succession Permitted,許女繼承
aw_court_female_succession_permitted_desc,女性可担任领袖、君主与继承人,Women may serve as leaders rulers and heirs,女性可擔任領袖、君主與繼承人
aw_court_term_lifetime,终身任期,Lifetime Tenure,終身任期
aw_court_term_lifetime_desc,官员终身任职直至卸任、失格或死亡,Officials serve for life unless dismissed disqualified or dead,官員終身任職直至卸任、失格或死亡
aw_court_term_three,固定三年,Fixed Three Years,固定三年
aw_court_term_three_desc,官员每三年任期届满并接受续任或考课,Officials complete a term every three years before renewal or review,官員每三年任期屆滿並接受續任或考課
aw_court_term_dynamic,动态三至六年,Dynamic Three to Six Years,動態三至六年
aw_court_term_dynamic_desc,依年龄与上次考课确定三至六年任期,Set a three to six year term from age and prior review,依年齡與上次考課確定三至六年任期
aw_court_term_nine,固定九年,Fixed Nine Years,固定九年
aw_court_term_nine_desc,官员每九年任期届满并接受续任或考课,Officials complete a term every nine years before renewal or review,官員每九年任期屆滿並接受續任或考課
aw_court_border_discretionary,便宜行事,Discretionary Action,便宜行事
aw_court_border_discretionary_desc,边臣请战的批准门槛降低但仍须进入正常战书流程,Border petitions have a lower threshold but still use the normal war notice flow,邊臣請戰的批准門檻降低但仍須進入正常戰書流程
aw_court_border_petition,上书请战,Petition for War,上書請戰
aw_court_border_petition_desc,边臣上书并由朝廷批准后发出战书,Border officers petition the court before a war notice is issued,邊臣上書並由朝廷批准後發出戰書
aw_court_border_centralized,兵权归中,Centralized Command,兵權歸中
aw_court_border_centralized_desc,禁止边臣自行请战并将对外兵权收归中央,Border petitions are blocked and foreign war authority belongs to the center,禁止邊臣自行請戰並將對外兵權收歸中央
aw_court_appointment_merit,唯才是举,Merit Only,唯才是舉
